# PLEASE DO NOT REMOVE OR CHANGE THIS COPYRIGHT BLOCK
#====================================================================
#
#  Copyright 2011, 2014 (C) Quranic Arabic Corpus (morphology, version 0.5)
#  Kais Dukes, sckd@leeds.ac.uk
#  License: GNU General Public License
#
#  The Quranic Arabic Corpus includes syntactic and morphological
#  annotation of the Quran, and builds on the verified Arabic text
#  distributed by the Tanzil project.
#
#  TERMS OF USE:
#
#  - Permission is granted to copy and distribute verbatim copies
#    of this file, but CHANGING IT IS NOT ALLOWED.
#
#  - This annotation can be used in any website or application,
#    provided its source (the Quranic Arabic Corpus) is clearly
#    indicated, and a link is made to http://corpus.quran.com to enable
#    users to keep track of changes.
#
#  - This copyright notice shall be included in all verbatim copies
#    of the text, and shall be reproduced appropriately in all works
#    derived from or containing substantial portion of this file.
#
#  Please check updates at: http://corpus.quran.com/download

# PLEASE DO NOT REMOVE OR CHANGE THIS COPYRIGHT BLOCK
#====================================================================
#
#  Tanzil Quran Text (Uthmani, version 1.0.2)
#  Copyright (C) 2008-2009 Tanzil.info
#  License: Creative Commons BY-ND 3.0 Unported
#
#  This copy of quran text is carefully produced, highly
#  verified and continuously monitored by a group of specialists
#  at Tanzil project.
#
#  TERMS OF USE:
#
#  - Permission is granted to copy and distribute verbatim copies
#    of this text, but CHANGING IT IS NOT ALLOWED.
#
#  - This quran text can be used in any website or application,
#    provided its source (Tanzil.info) is clearly indicated, and
#    a link is made to http://tanzil.info to enable users to keep
#    track of changes.
#
#  - This copyright notice shall be included in all verbatim copies
#    of the text, and shall be reproduced appropriately in all files
#    derived from or containing substantial portion of this text.
#
#  Please check updates at: http://tanzil.info/updates/
#
#====================================================================

ChapterNo,VerseNo,TokenNo,SegmentNo,Segment,Lemma,Root
2,155,5,1,wa,,
2,155,5,2,al,,
2,155,5,3,jūʿi,jūʿ,jūʿ
2,155,6,1,wa,,
2,155,6,2,naqṣin,naqṣ,nqṣ
2,155,7,1,mina,min,
2,155,8,1,al,,
2,155,8,2,amwāli,māl,mūl
2,155,9,1,wa,,
2,155,9,2,al,,
2,155,9,3,anfusi,nafs,nfs
2,155,10,1,wa,,
2,155,10,2,al,,
2,155,10,3,thamarāti,thamarāt,thmr
2,155,11,1,wa,,
2,155,11,2,bashiri,bushira,bshr
2,155,12,1,al,,
2,155,12,2,ṣābirīna,ṣābir,ṣbr
2,156,1,1,alladhīna,alladhī,
2,156,2,1,idhā,idhā,
2,156,3,1,aṣābat,aṣāba,ṣūb
2,156,3,2,hum,,
2,156,4,1,muṣībatun,muṣībat,ṣūb
2,156,5,1,qālu,qāla,qūl
2,156,5,2,wā,,
2,156,6,1,inna,inn,
2,156,6,2,,,
2,156,7,1,li,l,
2,156,7,2,lahi,allah,lh
2,156,8,1,wa,,
2,156,8,2,inna,inn,
2,156,8,3,ā,,
2,156,9,1,ilay,ilā,
2,156,9,2,hi,,
2,156,10,1,rājiʿūna,rājiʿūn,rjʿ
2,157,1,1,ulāika,ūlāik,
2,157,2,1,ʿalay,ʿalā,
2,157,2,2,him,,
2,157,3,1,ṣalawātun,ṣalat,ṣlū
2,157,4,1,min,min,
2,157,5,1,rabbi,rabb,rbb
2,157,5,2,him,,
2,157,6,1,wa,,
2,157,6,2,raḥmatun,raḥmat,rḥm
2,157,7,1,wa,,
2,157,7,2,ulāika,ūlāik,
2,157,8,1,humu,,
2,157,9,1,al,,
2,157,9,2,muh'tadūna,muh'tadūn,hdī
2,158,1,1,inna,inn,
2,158,2,1,al,,
2,158,2,2,ṣafā,ṣafā,
2,158,3,1,wa,,
2,158,3,2,al,,
2,158,3,3,marwata,marwat,
2,158,4,1,min,min,
2,158,5,1,shaʿāiri,shaʿāir,shʿr
2,158,6,1,allahi,allah,lh
2,158,7,1,fa,f,
2,158,7,2,man,man,
2,158,8,1,ḥajja,ḥajja,ḥjj
2,158,9,1,al,,
2,158,9,2,bayta,bayt,bīt
2,158,10,1,awi,aw,
2,158,11,1,iʿ'tamara,iʿ'tamara,ʿmr
2,158,12,1,fa,f,
2,158,12,2,lā,lā,
2,158,13,1,junāḥa,junāḥ,jnḥ
2,158,14,1,ʿalay,ʿalā,
2,158,14,2,hi,,
2,158,15,1,an,an,
2,158,16,1,yaṭṭawwafa,yaṭṭawwafa,ṭūf
2,158,17,1,bi,b,
2,158,17,2,himā,,
2,158,18,1,wa,,
2,158,18,2,man,man,
2,158,19,1,taṭawwaʿa,taṭawwaʿa,ṭūʿ
2,158,20,1,khayran,khayr,khīr
2,158,21,1,fa,f,
2,158,21,2,inna,inn,
2,158,22,1,allaha,allah,lh
2,158,23,1,shākirun,shākir,shkr
2,158,24,1,ʿalīmun,ʿalīm,ʿlm
2,159,1,1,inna,inn,
2,159,2,1,alladhīna,alladhī,
2,159,3,1,yaktumu,katama,ktm
2,159,3,2,na,,
2,159,4,1,mā,mā,
2,159,5,1,anzal,anzala,nzl
2,159,5,2,nā,,
2,159,6,1,mina,min,
2,159,7,1,al,,
2,159,7,2,bayyināti,bayyinat,bīn
2,159,8,1,wa,,
2,159,8,2,al,,
2,159,8,3,hudā,hudan,hdī
2,159,9,1,min,min,
2,159,10,1,baʿdi,baʿd,bʿd
2,159,11,1,mā,mā,
2,159,12,1,bayya,bayyanu,bīn
2,159,12,2,nā,,
2,159,12,3,hu,,
2,159,13,1,li,l,
2,159,13,2,l,,
2,159,13,3,nāsi,nās,nūs
2,159,14,1,fī,fī,
2,159,15,1,al,,
2,159,15,2,kitābi,kitāb,ktb
2,159,16,1,ulāika,ūlāik,
2,159,17,1,yalʿanu,laʿana,lʿn
2,159,17,2,humu,,
2,159,18,1,allahu,allah,lh
2,159,19,1,wa,,
2,159,19,2,yalʿanu,laʿana,lʿn
2,159,19,3,humu,,
2,159,20,1,al,,
2,159,20,2,lāʿinūna,lāʿinūn,lʿn
2,160,1,1,illā,illā,
2,160,2,1,alladhīna,alladhī,
2,160,3,1,tābu,tāba,tūb
2,160,3,2,w,,
2,160,4,1,wa,,
2,160,4,2,aṣlaḥu,aṣlaḥa,ṣlḥ
2,160,4,3,w,,
2,160,5,1,wa,,
2,160,5,2,bayyanu,bayyanu,bīn
2,160,5,3,w,,
2,160,6,1,fa,f,
2,160,6,2,ulāika,ūlāik,
2,160,7,1,atūbu,tāba,tūb
2,160,8,1,ʿalay,ʿalā,
2,160,8,2,him,,
2,160,9,1,wa,,
2,160,9,2,anā,,
2,160,10,1,al,,
2,160,10,2,tawwābu,tawwāb,tūb
2,160,11,1,al,,
2,160,11,2,raḥīmu,raḥīm,rḥm
2,161,1,1,inna,inn,
2,161,2,1,alladhīna,alladhī,
2,161,3,1,kafaru,kafara,kfr
2,161,3,2,w,,
2,161,4,1,wa,,
2,161,4,2,mātu,māta,mūt
2,161,4,3,w,,
2,161,5,1,wa,,
2,161,5,2,hum,,
2,161,6,1,kuffārun,kāfir,kfr
2,161,7,1,ulāika,ūlāik,
2,161,8,1,ʿalay,ʿalā,
2,161,8,2,him,,
2,161,9,1,laʿnatu,laʿnat,lʿn
2,161,10,1,allahi,allah,lh
2,161,11,1,wa,,
2,161,11,2,al,,
2,161,11,3,malāikati,malak,mlk
2,161,12,1,wa,,
2,161,12,2,al,,
2,161,12,3,nāsi,nās,nūs
2,161,13,1,ajmaʿīna,ajmaʿīn,jmʿ
2,162,1,1,khālidīna,khālid,khld
2,162,2,1,fī,fī,
2,162,2,2,hā,,
2,162,3,1,lā,lā,
2,162,4,1,yukhaffafu,khaffafa,khff
2,162,5,1,ʿan,ʿan,
2,162,5,2,humu,,
2,162,6,1,al,,
2,162,6,2,ʿadhābu,ʿadhāb,ʿdhb
2,162,7,1,wa,,
2,162,7,2,lā,lā,
2,162,8,1,hum,,
2,162,9,1,yunẓaru,yunẓaru,nẓr
2,162,9,2,na,,
2,163,1,1,wa,,
2,163,1,2,ilāhu,ilāh,lh
2,163,1,3,kum,,
2,163,2,1,ilāhun,ilāh,lh
2,163,3,1,wāḥidun,wāḥid,ḥd
2,163,4,1,lā,lā,
2,163,5,1,ilāha,ilāh,lh
2,163,6,1,illā,illā,
2,163,7,1,huwa,,
2,163,8,1,al,,
2,163,8,2,raḥmānu,raḥmān,rḥm
2,163,9,1,al,,
2,163,9,2,raḥīmu,raḥīm,rḥm
2,164,1,1,inna,inn,
2,164,2,1,fī,fī,
2,164,3,1,khalqi,khalq,khlq
2,164,4,1,al,,
2,164,4,2,samāwāti,samā,smū
2,164,5,1,wa,,
2,164,5,2,al,,
2,164,5,3,arḍi,arḍ,rḍ
2,164,6,1,wa,,
2,164,6,2,ikh'tilāfi,ikh'tilāf,khlf
2,164,7,1,alla,,
2,164,7,2,y'li,layl,līl
2,164,8,1,wa,,
2,164,8,2,al,,
2,164,8,3,nahāri,nahār,nhr
2,164,9,1,wa,,
2,164,9,2,al,,
2,164,9,3,ful'ki,ful'k,flk
2,164,10,1,allatī,alladhī,
2,164,11,1,tajrī,jaray,jrī
2,164,12,1,fī,fī,
2,164,13,1,al,,
2,164,13,2,baḥri,baḥr,bḥr
2,164,14,1,bi,b,
2,164,14,2,mā,mā,
2,164,15,1,yanfaʿu,nafaʿa,nfʿ
2,164,16,1,al,,
2,164,16,2,nāsa,nās,nūs
2,164,17,1,wa,,
2,164,17,2,mā,mā,
2,164,18,1,anzala,anzala,nzl
2,164,19,1,allahu,allah,lh
2,164,20,1,mina,min,
2,164,21,1,al,,
2,164,21,2,samāi,samā,smū
2,164,22,1,min,min,
2,164,23,1,māin,mā,mūh
2,164,24,1,fa,f,
2,164,24,2,aḥyā,aḥyā,ḥyī
2,164,25,1,bi,b,
2,164,25,2,hi,,
2,164,26,1,al,,
2,164,26,2,arḍa,arḍ,rḍ
2,164,27,1,baʿda,baʿd,bʿd
2,164,28,1,mawti,mawt,mūt
2,164,28,2,hā,,
2,164,29,1,wa,,
2,164,29,2,batha,batha,bthth
2,164,30,1,fī,fī,
2,164,30,2,hā,,
2,164,31,1,min,min,
2,164,32,1,kulli,kull,kll
2,164,33,1,dābbatin,dābbat,dbb
2,164,34,1,wa,,
2,164,34,2,taṣrīfi,taṣrīf,ṣrf
2,164,35,1,al,,
2,164,35,2,riyāḥi,rīḥ,rūḥ
2,164,36,1,wa,,
2,164,36,2,al,,
2,164,36,3,saḥābi,saḥāb,sḥb
2,164,37,1,al,,
2,164,37,2,musakhari,musakhar,skhr
2,164,38,1,bayna,bayn,bīn
2,164,39,1,al,,
2,164,39,2,samāi,samā,smū
2,164,40,1,wa,,
2,164,40,2,al,,
2,164,40,3,arḍi,arḍ,rḍ
2,164,41,1,la,,
2,164,41,2,āyātin,āyat,yī
2,164,42,1,li,l,
2,164,42,2,qawmin,qawm,qūm
2,164,43,1,yaʿqilu,ʿaqalu,ʿql
2,164,43,2,na,,
2,165,1,1,wa,,
2,165,1,2,mina,min,
2,165,2,1,al,,
2,165,2,2,nāsi,nās,nūs
2,165,3,1,man,man,
2,165,4,1,yattakhidhu,ittakhadha,khdh
2,165,5,1,min,min,
2,165,6,1,dūni,dūn,dūn
2,165,7,1,allahi,allah,lh
2,165,8,1,andādan,andād,ndd
2,165,9,1,yuḥibbu,aḥbab,ḥbb
2,165,9,2,na,,
2,165,9,3,hum,,
2,165,10,1,ka,k,
2,165,10,2,ḥubbi,ḥubb,ḥbb
2,165,11,1,allahi,allah,lh
2,165,12,1,wa,,
2,165,12,2,alladhīna,alladhī,
2,165,13,1,āmanu,āmana,mn
2,165,13,2,wā,,
2,165,14,1,ashaddu,ashadd,shdd
2,165,15,1,ḥubban,ḥubb,ḥbb
2,165,16,1,li,l,
2,165,16,2,lahi,allah,lh
2,165,17,1,wa,,
2,165,17,2,law,la,
2,165,18,1,yarā,raā,rī
2,165,19,1,alladhīna,alladhī,
2,165,20,1,ẓalamu,ẓalama,ẓlm
2,165,20,2,wā,,
2,165,21,1,idh,idh,
2,165,22,1,yara,raā,rī
2,165,22,2,w'na,,
2,165,23,1,al,,
2,165,23,2,ʿadhāba,ʿadhāb,ʿdhb
2,165,24,1,anna,ann,
2,165,25,1,al,,
2,165,25,2,quwwata,quwwat,qūī
2,165,26,1,li,l,
2,165,26,2,lahi,allah,lh
2,165,27,1,jamīʿan,jamīʿ,jmʿ
2,165,28,1,wa,,
2,165,28,2,anna,ann,
2,165,29,1,allaha,allah,lh
2,165,30,1,shadīdu,shadīd,shdd
2,165,31,1,al,,
2,165,31,2,ʿadhābi,ʿadhāb,ʿdhb
2,166,1,1,idh,idh,
2,166,2,1,tabarra-a,tabarra-a,br
2,166,3,1,alladhīna,alladhī,
2,166,4,1,ittubiʿu,ittabaʿa,tbʿ
2,166,4,2,w,,
2,166,5,1,mina,min,
2,166,6,1,alladhīna,alladhī,
2,166,7,1,ittabaʿu,ittabaʿa,tbʿ
2,166,7,2,w,,
2,166,8,1,wa,,
2,166,8,2,ra-a,raā,rī
2,166,8,3,wū,,
2,166,9,1,al,,
2,166,9,2,ʿadhāba,ʿadhāb,ʿdhb
2,166,10,1,wa,,
2,166,10,2,taqaṭṭaʿat,taqaṭṭaʿa,qṭʿ
2,166,11,1,bi,b,
2,166,11,2,himu,,
2,166,12,1,al,,
2,166,12,2,asbābu,sabab,sbb
2,167,1,1,wa,,
2,167,1,2,qāla,qāla,qūl
2,167,2,1,alladhīna,alladhī,
2,167,3,1,ittabaʿu,ittabaʿa,tbʿ
2,167,3,2,w,,
2,167,4,1,law,la,
2,167,5,1,anna,ann,
2,167,6,1,la,l,
2,167,6,2,nā,,
2,167,7,1,karratan,karrat,krr
2,167,8,1,fa,f,
2,167,8,2,natabarra-a,tabarra-a,br
2,167,9,1,min,min,
2,167,9,2,hum,,
2,167,10,1,ka,k,
2,167,10,2,mā,mā,
2,167,11,1,tabarra-u,tabarra-a,br
2,167,11,2,w,,
2,167,12,1,minna,min,
2,167,12,2,,,
2,167,13,1,ka,k,
2,167,13,2,dhālika,dhālik,
2,167,14,1,yurī,aray,rī
2,167,14,2,himu,,
2,167,15,1,allahu,allah,lh
2,167,16,1,aʿmāla,ʿamal,ʿml
2,167,16,2,hum,,
2,167,17,1,ḥasarātin,ḥasrat,ḥsr
2,167,18,1,ʿalay,ʿalā,
2,167,18,2,him,,
2,167,19,1,wa,,
2,167,19,2,mā,mā,
2,167,20,1,hum,,
2,167,21,1,bi,b,
2,167,21,2,khārijīna,khārij,khrj
2,167,22,1,mina,min,
2,167,23,1,al,,
2,167,23,2,nāri,nār,nūr
2,168,1,1,yā,yā,
2,168,1,2,ayyuhā,ayyuhā,
2,168,2,1,al,,
2,168,2,2,nāsu,nās,nūs
2,168,3,1,kulu,akala,kl
2,168,3,2,w,,
2,168,4,1,mi,min,
2,168,4,2,mā,mā,
2,168,5,1,fī,fī,
2,168,6,1,al,,
2,168,6,2,arḍi,arḍ,rḍ
2,168,7,1,ḥalālan,ḥalāl,ḥll
2,168,8,1,ṭayyiban,ṭayyib,ṭīb
2,168,9,1,wa,,
2,168,9,2,lā,lā,
2,168,10,1,tattabiʿu,ittabaʿa,tbʿ
2,168,10,2,w,,
2,168,11,1,khuṭuwāti,khuṭuwāt,khṭū
2,168,12,1,al,,
2,168,12,2,shayṭāni,shayṭān,shṭn
2,168,13,1,inna,inn,
2,168,13,2,hu,,
2,168,14,1,la,l,
2,168,14,2,kum,,
2,168,15,1,ʿaduwwun,ʿaduww,ʿdū
2,168,16,1,mubīnun,mubīn,bīn
2,169,1,1,inna,inn,
2,169,1,2,mā,mā,
2,169,2,1,yamuru,amara,mr
2,169,2,2,kum,,
2,169,3,1,bi,b,
2,169,3,2,al,,
2,169,3,3,sūi,sū,sū
2,169,4,1,wa,,
2,169,4,2,al,,
2,169,4,3,faḥshāi,faḥshā,fḥsh
2,169,5,1,wa,,
2,169,5,2,an,an,
2,169,6,1,taqūlu,qāla,qūl
2,169,6,2,w,,
2,169,7,1,ʿalā,ʿalā,
2,169,8,1,allahi,allah,lh
2,169,9,1,mā,mā,
2,169,10,1,lā,lā,
2,169,11,1,taʿlamu,ʿalima,ʿlm
2,169,11,2,na,,
2,170,1,1,wa,,
2,170,1,2,idhā,idhā,
2,170,2,1,qīla,qāla,qūl
2,170,3,1,la,l,
2,170,3,2,humu,,
2,170,4,1,ittabiʿu,ittabaʿa,tbʿ
2,170,4,2,w,,
2,170,5,1,mā,mā,
2,170,6,1,anzala,anzala,nzl
2,170,7,1,allahu,allah,lh
2,170,8,1,qālu,qāla,qūl
2,170,8,2,w,,
2,170,9,1,bal,bal,
2,170,10,1,nattabiʿu,ittabaʿa,tbʿ
2,170,11,1,mā,mā,
2,170,12,1,alfay,alfa,lfū
2,170,12,2,nā,,
2,170,13,1,ʿalay,ʿalā,
2,170,13,2,hi,,
2,170,14,1,ābāa,ābā,bū
2,170,14,2,nā,,
2,170,15,1,a,,
2,170,15,2,wa,,
2,170,15,3,law,la,
2,170,16,1,kāna,kāna,kūn
2,170,17,1,ābāu,ābā,bū
2,170,17,2,hum,,
2,170,18,1,lā,lā,
2,170,19,1,yaʿqilu,ʿaqalu,ʿql
2,170,19,2,na,,
2,170,20,1,shayan,shay,shī
2,170,21,1,wa,,
2,170,21,2,lā,lā,
2,170,22,1,yahtadu,ih'tadā,hdī
2,170,22,2,na,,
2,171,1,1,wa,,
2,171,1,2,mathalu,mathal,mthl
2,171,2,1,alladhīna,alladhī,
2,171,3,1,kafaru,kafara,kfr
2,171,3,2,w,,
2,171,4,1,ka,k,
2,171,4,2,mathali,mathal,mthl
2,171,5,1,alladhī,alladhī,
2,171,6,1,yanʿiqu,yanʿiqu,nʿq
2,171,7,1,bi,b,
2,171,7,2,mā,mā,
2,171,8,1,lā,lā,
2,171,9,1,yasmaʿu,samiʿa,smʿ
2,171,10,1,illā,illā,
2,171,11,1,duʿāan,duʿā,dʿū
2,171,12,1,wa,,
2,171,12,2,nidāan,nidā,ndū
2,171,13,1,ṣummun,aṣamm,ṣmm
2,171,14,1,buk'mun,abkam,bkm
2,171,15,1,ʿum'yun,aʿmā,ʿmī
2,171,16,1,fa,f,
2,171,16,2,hum,,
2,171,17,1,lā,lā,
2,171,18,1,yaʿqilu,ʿaqalu,ʿql
2,171,18,2,na,,
2,172,1,1,yā,yā,
2,172,1,2,ayyuhā,ayyuhā,
2,172,2,1,alladhīna,alladhī,
2,172,3,1,āmanu,āmana,mn
2,172,3,2,w,,
2,172,4,1,kulu,akala,kl
2,172,4,2,w,,
2,172,5,1,min,min,
2,172,6,1,ṭayyibāti,ṭayyibāt,ṭīb
2,172,7,1,mā,mā,
2,172,8,1,razaq,razaqa,rzq
2,172,8,2,nā,,
2,172,8,3,kum,,
2,172,9,1,wa,,
2,172,9,2,ush'kuru,shakara,shkr
2,172,9,3,w,,
2,172,10,1,li,l,
2,172,10,2,lahi,allah,lh
2,172,11,1,in,in,
2,172,12,1,kun,kāna,kūn
2,172,12,2,tum,,
2,172,13,1,iyyāhu,iyyā,
2,172,14,1,taʿbudu,ʿabada,ʿbd
2,172,14,2,na,,
2,173,1,1,inna,inn,
2,173,1,2,mā,mā,
2,173,2,1,ḥarrama,ḥarrama,ḥrm
2,173,3,1,ʿalay,ʿalā,
2,173,3,2,kumu,,
2,173,4,1,al,,
2,173,4,2,maytata,maytat,mūt
2,173,5,1,wa,,
2,173,5,2,al,,
2,173,5,3,dama,dam,dmū
2,173,6,1,wa,,
2,173,6,2,laḥma,laḥm,lḥm
2,173,7,1,al,,
2,173,7,2,khinzīri,khinzīr,khnzr
2,173,8,1,wa,,
2,173,8,2,mā,mā,
2,173,9,1,uhilla,uhilla,hll
2,173,10,1,bi,b,
2,173,10,2,hi,,
2,173,11,1,li,l,
2,173,11,2,ghayri,ghayr,ghīr
2,173,12,1,allahi,allah,lh
2,173,13,1,fa,f,
2,173,13,2,mani,man,
2,173,14,1,uḍ'ṭurra,uḍ'ṭurra,ḍrr
2,173,15,1,ghayra,ghayr,ghīr
2,173,16,1,bāghin,bāgh,bghī
2,173,17,1,wa,,
2,173,17,2,lā,lā,
2,173,18,1,ʿādin,ʿād,ʿdū
2,173,19,1,fa,f,
2,173,19,2,lā,lā,
2,173,20,1,ith'ma,ith'm,thm
2,173,21,1,ʿalay,ʿalā,
2,173,21,2,hi,,
2,173,22,1,inna,inn,
2,173,23,1,allaha,allah,lh
2,173,24,1,ghafūrun,ghafūr,ghfr
2,173,25,1,raḥīmun,raḥīm,rḥm
2,174,1,1,inna,inn,
2,174,2,1,alladhīna,alladhī,
2,174,3,1,yaktumu,katama,ktm
2,174,3,2,na,,
2,174,4,1,mā,mā,
2,174,5,1,anzala,anzala,nzl
2,174,6,1,allahu,allah,lh
2,174,7,1,mina,min,
2,174,8,1,al,,
2,174,8,2,kitābi,kitāb,ktb
2,174,9,1,wa,,
2,174,9,2,yashtaru,ish'tarā,shrī
2,174,9,3,na,,
2,174,10,1,bi,b,
2,174,10,2,hi,,
2,174,11,1,thamanan,thaman,thmn
2,174,12,1,qalīlan,qalīl,qll
2,174,13,1,ulāika,ūlāik,
2,174,14,1,mā,mā,
2,174,15,1,yakulu,akala,kl
2,174,15,2,na,,
2,174,16,1,fī,fī,
2,174,17,1,buṭūni,baṭn,bṭn
2,174,17,2,him,,
2,174,18,1,illā,illā,
2,174,19,1,al,,
2,174,19,2,nāra,nār,nūr
2,174,20,1,wa,,
2,174,20,2,lā,lā,
2,174,21,1,yukallimu,kallama,klm
2,174,21,2,humu,,
2,174,22,1,allahu,allah,lh
2,174,23,1,yawma,yawm,īūm
2,174,24,1,al,,
2,174,24,2,qiyāmati,qiyāmat,qūm
2,174,25,1,wa,,
2,174,25,2,lā,lā,
2,174,26,1,yuzakkī,zakkā,zkū
2,174,26,2,him,,
2,174,27,1,wa,,
2,174,27,2,la,l,
2,174,27,3,hum,,
2,174,28,1,ʿadhābun,ʿadhāb,ʿdhb
2,174,29,1,alīmun,alīm,lm
2,175,1,1,ulāika,ūlāik,
2,175,2,1,alladhīna,alladhī,
2,175,3,1,ish'tara,ish'tarā,shrī
2,175,3,2,wū,,
2,175,4,1,al,,
2,175,4,2,ḍalālata,ḍalālat,ḍll
2,175,5,1,bi,b,
2,175,5,2,al,,
2,175,5,3,hudā,hudan,hdī
2,175,6,1,wa,,
2,175,6,2,al,,
2,175,6,3,ʿadhāba,ʿadhāb,ʿdhb
2,175,7,1,bi,b,
2,175,7,2,al,,
2,175,7,3,maghfirati,maghfirat,ghfr
2,175,8,1,fa,f,
2,175,8,2,mā,mā,
2,175,9,1,aṣbara,ṣabara,ṣbr
2,175,9,2,hum,,
2,175,10,1,ʿalā,ʿalā,
2,175,11,1,al,,
2,175,11,2,nāri,nār,nūr
2,176,1,1,dhālika,dhālik,
2,176,2,1,bi,b,
2,176,2,2,anna,ann,
2,176,3,1,allaha,allah,lh
2,176,4,1,nazzala,nazzala,nzl
2,176,5,1,al,,
2,176,5,2,kitāba,kitāb,ktb
2,176,6,1,bi,b,
2,176,6,2,al,,
2,176,6,3,ḥaqqi,ḥaqq,ḥqq
2,176,7,1,wa,,
2,176,7,2,inna,inn,
2,176,8,1,alladhīna,alladhī,
2,176,9,1,ikh'talafu,ikh'talafa,khlf
2,176,9,2,w,,
2,176,10,1,fī,fī,
2,176,11,1,al,,
2,176,11,2,kitābi,kitāb,ktb
2,176,12,1,la,,
2,176,12,2,fī,fī,
2,176,13,1,shiqāqin,shiqāq,shqq
2,176,14,1,baʿīdin,baʿīd,bʿd
2,177,1,1,laysa,laysa,līs
2,177,2,1,al,,
2,177,2,2,birra,birr,brr
2,177,3,1,an,an,
2,177,4,1,tuwallu,wallā,lī
2,177,4,2,w,,
2,177,5,1,wujūha,wajh,jh
2,177,5,2,kum,,
2,177,6,1,qibala,qibal,qbl
2,177,7,1,al,,
2,177,7,2,mashriqi,mashriq,shrq
2,177,8,1,wa,,
2,177,8,2,al,,
2,177,8,3,maghribi,maghrib,ghrb
2,177,9,1,wa,,
2,177,9,2,lākinna,lākinn,
2,177,10,1,al,,
2,177,10,2,birra,birr,brr
2,177,11,1,man,man,
2,177,12,1,āmana,āmana,mn
2,177,13,1,bi,b,
2,177,13,2,allahi,allah,lh
2,177,14,1,wa,,
2,177,14,2,al,,
2,177,14,3,yawmi,yawm,īūm
2,177,15,1,al,,
2,177,15,2,ākhiri,ākhir,khr
2,177,16,1,wa,,
2,177,16,2,al,,
2,177,16,3,malāikati,malak,mlk
2,177,17,1,wa,,
2,177,17,2,al,,
2,177,17,3,kitābi,kitāb,ktb
2,177,18,1,wa,,
2,177,18,2,al,,
2,177,18,3,nabiyyīna,nabiīī,nb
2,177,19,1,wa,,
2,177,19,2,ātā,ātā,tī
2,177,20,1,al,,
2,177,20,2,māla,māl,mūl
2,177,21,1,ʿalā,ʿalā,
2,177,22,1,ḥubbi,ḥubb,ḥbb
2,177,22,2,hi,,
2,177,23,1,dhawī,dhū,
2,177,24,1,al,,
2,177,24,2,qur'bā,qur'bā,qrb
2,177,25,1,wa,,
2,177,25,2,al,,
2,177,25,3,yatāmā,yatīm,ītm
2,177,26,1,wa,,
2,177,26,2,al,,
2,177,26,3,masākīna,mis'kīn,skn
2,177,27,1,wa,,
2,177,27,2,ib'na,ib'n,bnī
2,177,28,1,al,,
2,177,28,2,sabīli,sabīl,sbl
2,177,29,1,wa,,
2,177,29,2,al,,
2,177,29,3,sāilīna,sāil,sl
2,177,30,1,wa,,
2,177,30,2,fī,fī,
2,177,31,1,al,,
2,177,31,2,riqābi,raqabat,rqb
2,177,32,1,wa,,
2,177,32,2,aqāma,aqāma,qūm
2,177,33,1,al,,
2,177,33,2,ṣalata,ṣalat,ṣlū
2,177,34,1,wa,,
2,177,34,2,ātā,ātā,tī
2,177,35,1,al,,
2,177,35,2,zakata,zakat,zkū
2,177,36,1,wa,,
2,177,36,2,al,,
2,177,36,3,mūfūna,mūfūn,fī
2,177,37,1,bi,b,
2,177,37,2,ʿahdi,ʿahd,ʿhd
2,177,37,3,him,,
2,177,38,1,idhā,idhā,
2,177,39,1,ʿāhadu,ʿāhada,ʿhd
2,177,39,2,w,,
2,177,40,1,wa,,
2,177,40,2,al,,
2,177,40,3,ṣābirīna,ṣābir,ṣbr
2,177,41,1,fī,fī,
2,177,42,1,al,,
2,177,42,2,basāi,basā,bs
2,177,43,1,wa,,
2,177,43,2,al,,
2,177,43,3,ḍarrāi,ḍarrā,ḍrr
2,177,44,1,wa,,
2,177,44,2,ḥīna,ḥīn,ḥīn
2,177,45,1,al,,
2,177,45,2,basi,bas,bs
2,177,46,1,ulāika,ūlāik,
2,177,47,1,alladhīna,alladhī,
2,177,48,1,ṣadaqu,ṣadaqa,ṣdq
2,177,48,2,w,,
2,177,49,1,wa,,
2,177,49,2,ulāika,ūlāik,
2,177,50,1,humu,,
2,177,51,1,al,,
2,177,51,2,muttaqūna,muttaqīn,qī
2,178,1,1,yā,yā,
2,178,1,2,ayyuhā,ayyuhā,
2,178,2,1,alladhīna,alladhī,
2,178,3,1,āmanu,āmana,mn
2,178,3,2,w,,
2,178,4,1,kutiba,kataba,ktb
2,178,5,1,ʿalay,ʿalā,
2,178,5,2,kumu,,
2,178,6,1,al,,
2,178,6,2,qiṣāṣu,qiṣāṣ,qṣṣ
2,178,7,1,fī,fī,
2,178,8,1,al,,
2,178,8,2,qatlā,qatlā,qtl
2,178,9,1,al,,
2,178,9,2,ḥurru,ḥurr,ḥrr
2,178,10,1,bi,b,
2,178,10,2,al,,
2,178,10,3,ḥurri,ḥurr,ḥrr
2,178,11,1,wa,,
2,178,11,2,al,,
2,178,11,3,ʿabdu,ʿabd,ʿbd
2,178,12,1,bi,b,
2,178,12,2,al,,
2,178,12,3,ʿabdi,ʿabd,ʿbd
2,178,13,1,wa,,
2,178,13,2,al,,
2,178,13,3,unthā,unthā,nth
2,178,14,1,bi,b,
2,178,14,2,al,,
